NO,PART_NO,SPAREPART,STOK,TERJUAL,HARGA,KATEGORI,KLASIFIKASI
1.059,41700-65D04-000,"ABSORBER ASSY,RR SHOCK",Sedang,Rendah,Mahal,Critical,Tidak Laris
1.060,41700-52D02-000,"ABSORBER ASSY,SHOCK,REAR",Dikit,Rendah,Mahal,Critical,Laris
1.061,49100-65J01-000,"PUMP ASSY,POWER STEERING",Dikit,Rendah,Mahal,Critical,Laris
1.062,72523-52S00-000,"BOLT,BATTERY COVER",Sedang,Tinggi,Murah,Critical,Laris
1.063,51550-68R01-000,"HOSE,FR BRAKE FLEXIBLE",Banyak,Tinggi,Murah,Fast,Laris
1.064,09159-24012-000,"NUT,FR WHEEL BRG LOCK",Banyak,Rendah,Murah,Fast,Laris
1.065,57279-78R00-000,"BRACKET,BRAKE FLEXIBLE HOSE",Sedang,Tinggi,Murah,Slow,Laris
1.066,75850-77R00-5PK,"BOX,FLOOR CONSOLE REAR (BLACK)",Sedang,Rendah,Murah,Slow,Laris
1.067,95291-77R10-000,BRACKET,Banyak,Tinggi,Murah,Slow,Laris
1.068,51510-78R00-000,"PIPE,RR BK HOSE TO RR W/C,R",Banyak,Tinggi,Murah,Fast,Laris
1.069,51540-78R00-000,"HOSE,FR BRAKE FLEXIBLE",Banyak,Rendah,Murah,Fast,Laris
1.070,51751-78R00-000,"CLAMP,BK PIPE DASH 5",Sedang,Rendah,Murah,Slow,Laris
1.071,51761-78R10-000,"CLAMP,BK PIPE FRAME SINGLE",Sedang,Rendah,Murah,Slow,Laris
1.072,51761-78R20-000,"CLAMP,BK PIPE FRAME DOUBLE",Sedang,Rendah,Murah,Slow,Laris
1.073,58110-78R00-000,"MEMBER,1ST MOUNT",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.074,58146-78R00-000,"BRACKET,FR OUTER PANEL LWR,R",Banyak,Tinggi,Murah,Slow,Laris
1.075,58166-78R00-000,"BRACKET,FR OUTER PANEL LWR,L",Banyak,Tinggi,Murah,Slow,Laris
1.076,58171-78R00-000,"MEMBER,LAMP SUPPORT,R",Sedang,Tinggi,Murah,Slow,Laris
1.077,58172-78R00-000,"BRACKET,FR OUTER PANEL UPR,R",Sedang,Rendah,Murah,Slow,Laris
1.078,58181-78R00-000,"MEMBER,LAMP SUPPORT,L",Sedang,Tinggi,Murah,Slow,Laris
1.079,58182-78R00-000,"BRACKET,FR OUTER PANEL UPR,L",Sedang,Rendah,Murah,Slow,Laris
1.080,58922-78R00-000,"BRACKET,HU FR",Sedang,Tinggi,Murah,Slow,Laris
1.081,58923-78R00-000,"BRACKET,HU RR",Sedang,Rendah,Murah,Slow,Laris
1.082,59326-78R00-000,"EXTENSION,HVAC BRACKET",Sedang,Rendah,Murah,Slow,Laris
1.083,59330-78R00-000,"EXTENSION,PEDAL BRACKET",Sedang,Tinggi,Murah,Slow,Laris
1.084,61516-78R00-000,"REINF,MAIN FLOOR,R",Sedang,Rendah,Murah,Critical,Laris
1.085,61517-78R00-000,"REINF,MAIN FLOOR,L",Sedang,Rendah,Murah,Critical,Laris
1.086,61670-78R00-000,"PANEL,SIDE SILL INR RR,L",Sedang,Tinggi,Mahal,Slow,Laris
1.087,63241-78R00-000,"REINF,CENTER PILLAR,R",Dikit,Rendah,Mahal,Critical,Laris
1.088,63242-78R00-000,"EXTENSION,QTR INNER REINF,R",Sedang,Tinggi,Murah,Slow,Laris
1.089,63432-52R00-000,"PATCH,SEAT BELT ELR",Banyak,Tinggi,Murah,Fast,Laris
1.090,63641-78R00-000,"REINF,CENTER PILLAR,L",Dikit,Rendah,Mahal,Critical,Laris
1.091,63642-78R00-000,"EXTENSION,QTR INNER REINF,L",Sedang,Rendah,Murah,Slow,Laris
1.092,64113-78R00-000,"EXTENSION,ROOF SIDE DRIP FR,R",Sedang,Tinggi,Murah,Slow,Laris
1.093,64115-78R00-000,"REINF,RR ROOF SIDE",Sedang,Tinggi,Murah,Critical,Laris
1.094,64513-78R00-000,"EXTENSION,ROOF SIDE DRIP FR,L",Sedang,Tinggi,Murah,Slow,Laris
1.095,72320-78R00-000,"LINING,FRONT FENDER,R",Dikit,Rendah,Murah,Slow,Laris
1.096,72335-85K00-000,COVER,Banyak,Tinggi,Murah,Slow,Laris
1.097,72387-68L00-000,"BRACKET,FR PILLAR LOWER SEAL",Sedang,Rendah,Murah,Slow,Laris
1.098,72420-78R00-000,"LINING,FRONT FENDER,L",Dikit,Rendah,Murah,Slow,Laris
1.099,73824-77R00-5PK,"CAP,I/P CENTER (BLACK)",Sedang,Tinggi,Murah,Slow,Laris
1.100,77841-78R00-DHL,EMBLEM (CHROME/GRAY),Sedang,Tinggi,Murah,Slow,Laris
1.101,85711-58J00-5PK,"KNOB,RCLNG,L (BLACK)",Sedang,Rendah,Murah,Slow,Laris
1.102,86652-77R00-000,"CAP,ADJUSTER LWR",Sedang,Rendah,Murah,Slow,Laris
1.103,87222-77R00-5PK,"COVER,RCLNG INSIDE,R (BLACK)",Banyak,Tinggi,Murah,Slow,Laris
1.104,87285-77R10-5PK,"COVER,RR CTR HINGE FR (BLACK)",Banyak,Tinggi,Murah,Slow,Laris
1.105,87286-77R10-5PK,"COVER,RR CTR HINGE RR (BLACK)",Sedang,Rendah,Murah,Slow,Laris
1.106,87360-77R40-000,"PAD,RR BACK,R",Sedang,Rendah,Murah,Critical,Laris
1.107,87722-77R00-5PK,"COVER,RCLNG INSIDE,L (BLACK)",Banyak,Tinggi,Murah,Slow,Laris
1.108,36210-63J02-6GS,"LAMP ASSY,ROOM",Sedang,Rendah,Mahal,Slow,Tidak Laris
1.109,82301-80J25-000,"LATCH ASSY,REAR DOOR,R",Dikit,Rendah,Mahal,Critical,Laris
1.110,16555-58J32-000,"GASKET,OCV",Sedang,Tinggi,Murah,Critical,Laris
1.111,72831-81A01-000,"BRACKET,SPARE TIRE COVER",Sedang,Rendah,Murah,Slow,Laris
1.112,41700-65J11-000,"ABSORBER ASSY,RR SHOCK",Dikit,Rendah,Mahal,Critical,Laris
1.113,35650-71L00-000,"LAMP UNIT,RR COMB,R",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.114,35670-71L00-000,"LAMP UNIT,RR COMB,L",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.115,65132-60M00-000,REINF ROOF BACK INNER R,Sedang,Tinggi,Murah,Critical,Laris
1.116,79071-79120-000,GLASS CABIN BACK WIND-AR (GREEN),Sedang,Rendah,Murah,Slow,Laris
1.117,79631-79140-000,GLASS FRONT DOOR WINDOW R (GREEN),Sedang,Tinggi,Murah,Slow,Laris
1.118,79636-79140-000,GLASS FRONT DOOR WINDOW L (GREEN),Sedang,Tinggi,Murah,Slow,Laris
1.119,84510-65JA1-000,GLASS WHINDSHIELD,Dikit,Rendah,Mahal,Slow,Tidak Laris
1.120,84570-63J40-000,GLASS COMP BACK DOOR WD,Sedang,Rendah,Mahal,Slow,Tidak Laris
1.121,84570-77R03-000,"GLASS,BACK DR WINDOW",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.122,41700-52S01-000,"ABSORBER ASSY,REAR SHOCK",Sedang,Tinggi,Murah,Critical,Laris
1.123,39950-73R00-000,"ANTENNA ASSY,GPS",Sedang,Tinggi,Murah,Slow,Laris
1.124,75401-77R01-000,"BOARD ASSY,LUGGAGE FLOOR UPPER",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.125,78142-78R02-5PK,"CAP,ROOF MOLDING FR,R(BLACK)",Sedang,Tinggi,Murah,Slow,Laris
1.126,78152-78R02-5PK,"CAP,ROOF MOLDING FR,L (BLACK)",Sedang,Rendah,Murah,Slow,Laris
1.127,89360-73R50-000,"BELT,TANK FIXER,R",Sedang,Tinggi,Murah,Slow,Laris
1.128,89370-73R50-000,"BELT,TANK FIXER,L",Sedang,Tinggi,Murah,Slow,Laris
1.129,11610-57L02-000,"MOUNTING,ENG,R",Dikit,Rendah,Mahal,Critical,Laris
1.130,11620-57L00-000,"MOUNTING,ENG,L",Dikit,Rendah,Mahal,Critical,Laris
1.131,11710-57L10-000,"MOUNTING,ENG RR",Dikit,Rendah,Mahal,Critical,Laris
1.132,11720-57L10-000,"MOUNTING,ENG FR",Dikit,Rendah,Mahal,Critical,Laris
1.133,55800-68L22-000,PAD SET,Sedang,Tinggi,Mahal,Fast,Laris
1.134,39106-86T00-000,"CABLE,USB",Banyak,Tinggi,Murah,Fast,Laris
1.135,84510-78R04-000,"GLASS,WINDSHIELD",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.136,09482M00651-000,"PLUG,SPARK(NGK,ILZKR6F11)",Banyak,Tinggi,Murah,Fast,Laris
1.137,20009-76T10-000,"TRANSMISSION ASSY, AUTOMATIC",Dikit,Rendah,Mahal,Critical,Laris
1.138,17521-81P00-000,"BELT, WATER PUMP",Banyak,Tinggi,Murah,Fast,Laris
1.139,84051M66R03-000,"GLASS,WINDSHIELD",Sedang,Tinggi,Mahal,Slow,Laris
1.140,84501-77R02-000,"GLASS,FR DR WINDOW,R",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.141,84502-77R02-000,"GLASS,FR DR WINDOW,L",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.142,21000-57LV2-000,"T/M ASSY,AUTOMATIC",Dikit,Rendah,Mahal,Critical,Laris
1.143,83810-77A00-000,"WEATHERSTRIP,FR DR OUT,R",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.144,83820-77A00-000,"WEATHERSTRIP,FR DR OUT,L",Dikit,Rendah,Mahal,Slow,Tidak Laris
1.145,77831-57L00-0PG,EMBLEM,Sedang,Rendah,Murah,Slow,Laris
1.146,36757-77R41-000,"WIRE,FR DOOR SUB",Sedang,Tinggi,Mahal,Slow,Laris
1.147,96510-73RV2-000,PACK ASSY BATTERY (12V 10AH),Dikit,Rendah,Mahal,Slow,Tidak Laris
1.148,09920M36210-000,PLIER,Sedang,Rendah,Murah,Slow,Laris
1.149,09925-57620-000,RUBBER BOOT INSTALLER,Banyak,Rendah,Murah,Fast,Laris
1.150,09944-66040-000,"INSTALLER, DRIVE SHAFT INR SEAL",Sedang,Rendah,Mahal,Slow,Tidak Laris
